FeatureID,CarID,FeatureName,FeatureValue
2121,633,Air Conditioning,Yes
2122,225,Power Windows,No
2123,1815,Air Conditioning,Yes
2124,1518,Backup Camera,Yes
2125,1022,ABS,No
2126,106,Backup Camera,Yes
2127,414,Backup Camera,Yes
2128,217,ABS,No
2129,1471,Air Conditioning,No
2130,384,ABS,Yes
2131,1187,Power Windows,No
2132,382,Backup Camera,No
2133,95,Cruise Control,No
2134,1165,Power Windows,Yes
2135,1989,Cruise Control,No
2136,1591,Power Windows,No
2137,1029,Power Windows,No
2138,546,Air Conditioning,No
2139,1174,Bluetooth,Yes
2140,1654,Cruise Control,No
2141,108,Cruise Control,Yes
2142,269,Backup Camera,Yes
2143,1895,Bluetooth,No
2144,1230,Backup Camera,Yes
2145,151,Air Conditioning,No
2146,1293,ABS,No
2147,937,Bluetooth,No
2148,474,Power Windows,Yes
2149,1487,Power Windows,No
2150,728,Bluetooth,No
2151,1271,Power Windows,Yes
2152,1693,Backup Camera,No
2153,823,Cruise Control,No
2154,827,ABS,Yes
2155,1375,Backup Camera,No
2156,1376,Cruise Control,Yes
2157,1621,Air Conditioning,Yes
2158,272,Cruise Control,No
2159,1945,Backup Camera,No
2160,2000,Backup Camera,Yes
2161,993,Backup Camera,Yes
2162,1250,Power Windows,No
2163,456,ABS,No
2164,173,Power Windows,Yes
2165,1081,Air Conditioning,Yes
2166,880,Air Conditioning,Yes
2167,961,Air Conditioning,No
2168,1828,Cruise Control,Yes
2169,823,Power Windows,No
2170,476,Backup Camera,No
2171,759,Backup Camera,Yes
2172,594,ABS,No
2173,1606,Cruise Control,Yes
2174,349,Backup Camera,No
2175,879,Air Conditioning,No
2176,479,Bluetooth,Yes
2177,823,Bluetooth,No
2178,713,Power Windows,No
2179,1458,ABS,Yes
2180,1627,Air Conditioning,No
2181,1588,ABS,No
2182,574,Air Conditioning,Yes
2183,1351,Cruise Control,Yes
2184,839,Cruise Control,No
2185,1769,Cruise Control,No
2186,1151,Cruise Control,No
2187,1756,ABS,Yes
2188,769,Power Windows,No
2189,1519,Cruise Control,Yes
2190,1810,Backup Camera,Yes
2191,1754,ABS,No
2192,1180,Backup Camera,Yes
2193,1203,Cruise Control,Yes
2194,1893,Air Conditioning,Yes
2195,942,Air Conditioning,Yes
2196,3,Bluetooth,Yes
2197,1300,Backup Camera,Yes
2198,1157,Cruise Control,Yes
2199,1627,Air Conditioning,No
2200,389,Air Conditioning,Yes
2201,510,Backup Camera,No
2202,1069,Backup Camera,Yes
2203,410,Cruise Control,No
2204,1845,Cruise Control,Yes
2205,1581,ABS,No
2206,706,ABS,No
2207,269,ABS,Yes
2208,1816,Power Windows,Yes
2209,443,Power Windows,Yes
2210,1687,Bluetooth,Yes
2211,1060,Power Windows,No
2212,898,Bluetooth,Yes
2213,1242,Backup Camera,Yes
2214,1214,Power Windows,Yes
2215,1452,Bluetooth,No
2216,640,Power Windows,Yes
2217,69,ABS,Yes
2218,1095,Power Windows,No
2219,1451,Power Windows,Yes
2220,1252,Power Windows,Yes
2221,57,Air Conditioning,No
2222,1380,Bluetooth,Yes
2223,405,Bluetooth,Yes
2224,990,Air Conditioning,No
2225,316,Cruise Control,Yes
2226,1591,Cruise Control,Yes
2227,3,Air Conditioning,No
2228,465,Power Windows,No
2229,782,Air Conditioning,Yes
2230,941,Backup Camera,Yes
2231,712,Power Windows,No
2232,943,Bluetooth,Yes
2233,49,ABS,No
2234,1359,Backup Camera,No
2235,145,Bluetooth,No
2236,376,Bluetooth,Yes
2237,1312,ABS,No
2238,1566,ABS,Yes
2239,87,Air Conditioning,No
2240,1741,Cruise Control,Yes
2241,1736,ABS,No
2242,1876,ABS,Yes
2243,345,Cruise Control,Yes
2244,89,Bluetooth,No
2245,287,Cruise Control,Yes
2246,1393,Backup Camera,No
2247,542,ABS,Yes
2248,830,Cruise Control,Yes
2249,1481,Bluetooth,No
2250,210,ABS,Yes
2251,761,Backup Camera,No
2252,171,Power Windows,No
2253,888,Air Conditioning,Yes
2254,1702,ABS,No
2255,477,Power Windows,Yes
2256,344,Cruise Control,Yes
2257,659,Backup Camera,Yes
2258,40,ABS,No
2259,87,Cruise Control,Yes
2260,1461,Bluetooth,No
2261,487,ABS,Yes
2262,561,Bluetooth,No
2263,1877,Cruise Control,Yes
2264,1235,Backup Camera,No
2265,1881,ABS,Yes
2266,682,Air Conditioning,No
2267,827,Power Windows,Yes
2268,1174,Bluetooth,No
2269,204,Bluetooth,No
2270,1503,Power Windows,Yes
2271,580,Backup Camera,No
2272,624,ABS,Yes
2273,89,Air Conditioning,Yes
2274,260,Cruise Control,No
2275,1259,Backup Camera,Yes
2276,1494,Air Conditioning,Yes
2277,1394,Air Conditioning,Yes
2278,596,Power Windows,Yes
2279,510,Bluetooth,Yes
2280,1313,Power Windows,Yes
2281,101,Air Conditioning,Yes
2282,158,Bluetooth,Yes
2283,1442,ABS,Yes
2284,1118,Air Conditioning,No
2285,754,ABS,Yes
2286,766,Power Windows,Yes
2287,1873,Backup Camera,Yes
2288,1562,Bluetooth,No
2289,278,Backup Camera,No
2290,1299,Backup Camera,Yes
2291,302,Backup Camera,No
2292,1486,Bluetooth,No
2293,1047,Power Windows,No
2294,662,Power Windows,No
2295,1657,ABS,No
2296,962,Power Windows,Yes
2297,1551,ABS,Yes
2298,835,Power Windows,No
2299,634,Air Conditioning,No
2300,368,Power Windows,Yes
2301,742,Bluetooth,Yes
2302,1837,Power Windows,Yes
2303,1266,ABS,No
2304,1816,Air Conditioning,Yes
2305,284,ABS,No
2306,1269,ABS,No
2307,1031,Power Windows,Yes
2308,443,Bluetooth,Yes
2309,1645,Bluetooth,No
2310,1082,Air Conditioning,Yes
2311,1258,Cruise Control,No
2312,1118,Backup Camera,Yes
2313,458,ABS,No
2314,573,Air Conditioning,Yes
2315,1664,Cruise Control,No
2316,1608,ABS,No
2317,1085,ABS,No
2318,1848,Air Conditioning,Yes
2319,294,Backup Camera,No
2320,240,Power Windows,Yes
2321,1588,Bluetooth,Yes
2322,1733,Cruise Control,No
2323,491,ABS,Yes
2324,774,Power Windows,Yes
2325,586,Bluetooth,No
2326,708,Cruise Control,No
2327,1797,ABS,No
2328,1108,Cruise Control,No
2329,1182,Air Conditioning,No
2330,853,Power Windows,No
2331,1407,Air Conditioning,Yes
2332,151,Backup Camera,No
2333,1846,ABS,Yes
2334,111,Power Windows,No
2335,1423,Bluetooth,Yes
2336,1216,Bluetooth,No
2337,1672,Bluetooth,Yes
2338,48,ABS,No
2339,973,Backup Camera,Yes
2340,833,Cruise Control,No
2341,1428,Cruise Control,No
2342,1975,ABS,Yes
2343,1174,Bluetooth,Yes
2344,1553,Bluetooth,Yes
2345,1527,Air Conditioning,No
2346,553,Bluetooth,No
2347,287,Bluetooth,No
2348,1514,Cruise Control,No
2349,560,Cruise Control,Yes
2350,762,Power Windows,Yes
2351,658,Power Windows,Yes
2352,1000,Bluetooth,No
2353,1602,Bluetooth,No
2354,1399,Power Windows,No
2355,428,Power Windows,No
2356,1745,Cruise Control,No
2357,39,Power Windows,No
2358,532,Bluetooth,Yes
2359,617,Power Windows,No
2360,365,Air Conditioning,Yes
2361,1073,Power Windows,No
2362,1668,Bluetooth,No
2363,1223,Cruise Control,No
2364,368,Power Windows,Yes
2365,1766,Backup Camera,No
2366,1617,Cruise Control,No
2367,1728,Backup Camera,No
2368,937,Power Windows,No
2369,1095,Bluetooth,No
2370,752,Backup Camera,Yes
2371,448,Air Conditioning,No
2372,865,Backup Camera,Yes
2373,704,Backup Camera,No
2374,822,Cruise Control,Yes
2375,414,Power Windows,No
2376,1689,Power Windows,Yes
2377,1399,Power Windows,No
2378,621,Air Conditioning,Yes
2379,486,Air Conditioning,No
2380,1218,ABS,Yes
2381,1804,ABS,Yes
2382,499,Bluetooth,Yes
2383,1797,Bluetooth,Yes
2384,1523,Cruise Control,Yes
2385,576,Air Conditioning,Yes
2386,818,Air Conditioning,No
2387,863,Backup Camera,No
2388,384,Bluetooth,Yes
2389,233,Air Conditioning,No
2390,1655,Bluetooth,No
2391,1996,Bluetooth,No
2392,783,Cruise Control,Yes
2393,833,Air Conditioning,Yes
2394,735,Backup Camera,No
2395,745,Power Windows,No
2396,161,Backup Camera,No
2397,1251,Air Conditioning,No
2398,526,Backup Camera,Yes
2399,1269,ABS,Yes
2400,1814,Bluetooth,Yes
2401,518,Power Windows,Yes
2402,1466,ABS,No
2403,299,Backup Camera,No
2404,1427,Power Windows,Yes
2405,23,Air Conditioning,No
2406,1579,Bluetooth,Yes
2407,325,Power Windows,No
2408,1938,Backup Camera,Yes
2409,1050,Cruise Control,No
2410,702,Bluetooth,Yes
2411,642,Power Windows,Yes
2412,331,Bluetooth,No
2413,1588,Cruise Control,No
2414,210,Power Windows,No
2415,1223,Cruise Control,Yes
2416,1906,Power Windows,No
2417,1239,Cruise Control,Yes
2418,910,Bluetooth,Yes
2419,319,Backup Camera,No
2420,946,Bluetooth,Yes
2421,1591,ABS,No
2422,1808,Backup Camera,No
2423,1304,ABS,No
2424,521,Backup Camera,No
2425,1613,Backup Camera,Yes
2426,882,Air Conditioning,No
2427,1171,Power Windows,Yes
2428,608,Power Windows,No
2429,867,Bluetooth,No
2430,422,Power Windows,Yes
2431,714,Air Conditioning,Yes
2432,1668,Backup Camera,No
2433,55,Air Conditioning,No
2434,1690,Bluetooth,No
2435,1823,Bluetooth,Yes
2436,1651,Air Conditioning,No
2437,419,Power Windows,Yes
2438,214,ABS,Yes
2439,543,Power Windows,No
2440,1329,ABS,No
2441,1583,Bluetooth,Yes
2442,353,Backup Camera,Yes
2443,1273,Backup Camera,Yes
2444,1902,ABS,No
2445,1792,ABS,Yes
2446,771,Bluetooth,No
2447,832,Power Windows,No
2448,1712,Backup Camera,No
2449,1030,Cruise Control,No
2450,356,Backup Camera,No
2451,56,Backup Camera,No
2452,986,Air Conditioning,Yes
2453,429,Power Windows,No
2454,440,Air Conditioning,No
2455,171,Air Conditioning,No
2456,769,ABS,Yes
2457,1235,Air Conditioning,No
2458,457,Backup Camera,No
2459,916,ABS,Yes
2460,577,Power Windows,No
2461,564,Bluetooth,No
2462,1389,ABS,Yes
2463,1267,Power Windows,No
2464,496,Bluetooth,Yes
2465,1983,Cruise Control,No
2466,1031,Bluetooth,Yes
2467,1118,Power Windows,Yes
2468,278,ABS,Yes
2469,748,Backup Camera,Yes
2470,1819,Backup Camera,No
2471,1168,Power Windows,Yes
2472,1298,ABS,Yes
2473,966,Bluetooth,No
2474,1790,Cruise Control,No
2475,80,Power Windows,No
2476,1531,Cruise Control,Yes
2477,448,Cruise Control,Yes
2478,1145,Cruise Control,No
2479,563,Cruise Control,No
2480,844,Air Conditioning,Yes
2481,886,Cruise Control,No
2482,789,Air Conditioning,Yes
2483,1663,Power Windows,Yes
2484,1756,Backup Camera,Yes
2485,572,Air Conditioning,No
2486,804,Cruise Control,Yes
2487,946,Air Conditioning,Yes
2488,1036,ABS,No
2489,1375,Air Conditioning,Yes
2490,1000,Air Conditioning,Yes
2491,1499,ABS,No
2492,1237,Power Windows,Yes
2493,1008,Power Windows,No
2494,889,ABS,No
2495,1556,Backup Camera,Yes
2496,1517,Cruise Control,No
2497,917,Cruise Control,No
2498,683,ABS,No
2499,1757,Air Conditioning,Yes
2500,1955,Air Conditioning,No
2501,813,ABS,Yes
2502,769,Power Windows,Yes
2503,1022,ABS,Yes
2504,479,Cruise Control,Yes
2505,181,Bluetooth,Yes
2506,1778,Air Conditioning,No
2507,1420,ABS,Yes
2508,616,Backup Camera,Yes
2509,1416,Cruise Control,Yes
2510,1367,Cruise Control,Yes
2511,1280,ABS,Yes
2512,1830,Power Windows,Yes
2513,710,Backup Camera,Yes
2514,422,Backup Camera,Yes
2515,1992,Backup Camera,No
2516,512,Air Conditioning,Yes
2517,912,Air Conditioning,No
2518,225,Bluetooth,No
2519,1147,Bluetooth,No
2520,1491,Backup Camera,No
2521,1232,Power Windows,No
2522,1782,Air Conditioning,No
2523,1873,ABS,No
2524,1676,ABS,No
2525,1280,Cruise Control,No
2526,392,Cruise Control,No
2527,216,ABS,No
2528,1598,Cruise Control,No
2529,731,Power Windows,No
2530,278,Cruise Control,Yes
2531,888,Cruise Control,Yes
2532,462,Bluetooth,No
2533,1179,Backup Camera,Yes
2534,1284,Cruise Control,Yes
2535,1922,Backup Camera,Yes
2536,279,Bluetooth,Yes
2537,1624,Air Conditioning,No
2538,531,Bluetooth,Yes
2539,1026,Cruise Control,Yes
2540,1697,Power Windows,No
2541,549,ABS,No
2542,1675,Cruise Control,No
2543,109,ABS,No
2544,604,Air Conditioning,No
2545,1350,Backup Camera,Yes
2546,508,Power Windows,No
2547,1046,ABS,No
2548,427,Bluetooth,No
2549,1117,Backup Camera,No
2550,118,Bluetooth,Yes
2551,1207,Power Windows,Yes
2552,1415,ABS,Yes
2553,1911,ABS,Yes
2554,1926,Backup Camera,No
2555,870,Cruise Control,No
2556,923,Power Windows,No
2557,475,Bluetooth,No
2558,673,Backup Camera,No
2559,1189,Air Conditioning,No
2560,91,Cruise Control,Yes
2561,62,Bluetooth,No
2562,1914,ABS,Yes
2563,266,Cruise Control,No
2564,806,ABS,Yes
2565,261,Cruise Control,No
2566,948,ABS,No
2567,1520,Cruise Control,Yes
2568,375,Backup Camera,No
2569,1701,Power Windows,Yes
2570,152,Air Conditioning,No
2571,1702,Cruise Control,No
2572,1250,ABS,No
2573,1394,Bluetooth,Yes
2574,1275,Bluetooth,No
2575,1976,Air Conditioning,Yes
2576,6,Cruise Control,Yes
2577,706,Cruise Control,No
2578,277,Bluetooth,Yes
2579,1827,Bluetooth,No
2580,1438,Bluetooth,No
2581,1735,Backup Camera,No
2582,668,ABS,Yes
2583,1811,ABS,Yes
2584,1838,ABS,No
2585,683,Cruise Control,No
2586,1805,Bluetooth,No
2587,1609,Cruise Control,Yes
2588,1440,Bluetooth,No
2589,421,Cruise Control,Yes
2590,544,Backup Camera,Yes
2591,72,Power Windows,Yes
2592,648,Air Conditioning,No
2593,1236,ABS,Yes
2594,1107,Backup Camera,Yes
2595,1784,Bluetooth,Yes
2596,1080,Bluetooth,Yes
2597,737,Cruise Control,No
2598,1353,Power Windows,No
2599,633,Backup Camera,Yes
2600,418,Backup Camera,No
2601,1473,Power Windows,No
2602,291,Power Windows,No
2603,420,Power Windows,Yes
2604,934,Bluetooth,Yes
2605,725,Power Windows,No
2606,777,Air Conditioning,Yes
2607,1629,Backup Camera,Yes
2608,1024,Bluetooth,Yes
2609,528,ABS,Yes
2610,576,Air Conditioning,No
2611,455,Backup Camera,No
2612,743,ABS,No
2613,1116,Power Windows,Yes
2614,863,Backup Camera,Yes
2615,1610,Bluetooth,Yes
2616,1062,Power Windows,No
2617,1072,Cruise Control,Yes
2618,752,Cruise Control,Yes
2619,1133,Air Conditioning,No
2620,1525,ABS,No
2621,698,Power Windows,Yes
2622,357,Air Conditioning,No
2623,560,Cruise Control,Yes
2624,110,Air Conditioning,No
2625,1387,Cruise Control,Yes
2626,307,Cruise Control,No
2627,1701,Cruise Control,Yes
2628,276,Bluetooth,No
2629,1336,Cruise Control,No
2630,866,Backup Camera,No
2631,909,Bluetooth,No
2632,1514,Air Conditioning,Yes
2633,825,ABS,No
2634,687,Power Windows,Yes
2635,548,Air Conditioning,Yes
2636,1136,ABS,Yes
2637,1139,ABS,Yes
2638,1006,Air Conditioning,Yes
2639,402,Bluetooth,Yes
2640,871,Air Conditioning,Yes
2641,1882,Cruise Control,No
2642,391,ABS,No
2643,363,Backup Camera,No
2644,503,Cruise Control,Yes
2645,827,Backup Camera,Yes
2646,233,Cruise Control,No
2647,1549,Air Conditioning,Yes
2648,1696,Power Windows,Yes
2649,160,Power Windows,Yes
2650,725,ABS,Yes
2651,656,Backup Camera,Yes
2652,1662,Air Conditioning,No
2653,1016,Bluetooth,Yes
2654,375,Power Windows,Yes
2655,653,ABS,Yes
2656,740,Power Windows,Yes
2657,1182,Power Windows,Yes
2658,1643,Bluetooth,No
2659,648,Bluetooth,Yes
2660,87,Bluetooth,No
2661,398,ABS,Yes
2662,1760,Cruise Control,Yes
2663,1926,ABS,Yes
2664,1918,Backup Camera,No
2665,45,Backup Camera,No
2666,1817,ABS,No
2667,469,ABS,No
2668,232,Backup Camera,Yes
2669,1848,Power Windows,No
2670,1158,Power Windows,No
2671,782,Bluetooth,No
2672,658,Cruise Control,No
2673,1007,Backup Camera,No
2674,1482,Backup Camera,No
2675,1938,Bluetooth,No
2676,385,ABS,No
2677,1811,Bluetooth,No
2678,1914,ABS,No
2679,335,Cruise Control,No
2680,1015,Power Windows,Yes
2681,1979,Cruise Control,Yes
2682,1668,Power Windows,Yes
2683,1529,Backup Camera,Yes
2684,72,Bluetooth,No
2685,1175,Backup Camera,No
2686,133,Cruise Control,No
2687,214,ABS,Yes
2688,1962,Bluetooth,No
2689,1239,Backup Camera,Yes
2690,1943,Power Windows,Yes
2691,1269,Backup Camera,Yes
2692,1266,Cruise Control,Yes
2693,1555,Backup Camera,Yes
2694,62,Air Conditioning,No
2695,103,Bluetooth,Yes
2696,164,Air Conditioning,Yes
2697,81,Air Conditioning,Yes
2698,824,ABS,No
2699,555,Cruise Control,Yes
2700,1074,Backup Camera,No
2701,831,ABS,Yes
2702,1840,ABS,Yes
2703,1219,Backup Camera,Yes
2704,208,ABS,Yes
2705,1702,Power Windows,Yes
2706,1934,Cruise Control,Yes
2707,1583,Cruise Control,Yes
2708,684,Power Windows,Yes
2709,1622,Backup Camera,No
2710,319,Bluetooth,No
2711,1098,Power Windows,No
2712,1079,Bluetooth,Yes
2713,427,Bluetooth,Yes
2714,1256,ABS,Yes
2715,124,ABS,No
2716,1357,Bluetooth,No
2717,1096,Air Conditioning,No
2718,1260,ABS,Yes
2719,347,Power Windows,Yes
2720,1597,Bluetooth,No
2721,1382,Bluetooth,Yes
2722,1541,ABS,No
2723,1069,Power Windows,No
2724,1468,Cruise Control,Yes
2725,1420,Power Windows,No
2726,1963,ABS,No
2727,1226,Backup Camera,Yes
2728,541,Air Conditioning,Yes
2729,1104,Power Windows,Yes
2730,853,Bluetooth,No
2731,441,ABS,Yes
2732,272,ABS,No
2733,621,Air Conditioning,No
2734,656,Power Windows,Yes
2735,1079,Backup Camera,No
2736,457,Backup Camera,Yes
2737,1973,Backup Camera,Yes
2738,599,ABS,Yes
2739,562,ABS,Yes
2740,211,Bluetooth,No
2741,649,Bluetooth,No
2742,1229,Power Windows,Yes
2743,1712,Air Conditioning,No
2744,689,Bluetooth,Yes
2745,1737,ABS,Yes
2746,1044,Bluetooth,Yes
2747,70,Air Conditioning,Yes
2748,476,Air Conditioning,Yes
2749,597,Air Conditioning,No
2750,1401,Bluetooth,Yes
2751,1580,Cruise Control,No
2752,1370,Cruise Control,No
2753,864,ABS,No
2754,1989,ABS,Yes
2755,1846,Cruise Control,No
2756,887,Power Windows,Yes
2757,1409,Power Windows,Yes
2758,767,Cruise Control,Yes
2759,1120,Backup Camera,No
2760,68,Bluetooth,Yes
2761,1950,Backup Camera,No
2762,978,Bluetooth,No
2763,63,Power Windows,No
2764,1347,Power Windows,No
2765,1954,Air Conditioning,No
2766,1761,ABS,Yes
2767,169,Air Conditioning,No
2768,1850,ABS,No
2769,402,Bluetooth,Yes
2770,841,ABS,Yes
2771,312,Bluetooth,Yes
2772,1533,Power Windows,No
2773,1590,Power Windows,Yes
2774,496,Cruise Control,No
2775,795,ABS,No
2776,2000,ABS,No
2777,623,Power Windows,Yes
2778,503,Backup Camera,Yes
2779,1890,Cruise Control,No
2780,1638,Cruise Control,Yes
2781,990,Power Windows,Yes
2782,663,Backup Camera,No
2783,717,Power Windows,No
2784,530,Bluetooth,No
2785,620,Cruise Control,No
2786,618,Air Conditioning,No
2787,1191,Air Conditioning,No
2788,378,Power Windows,Yes
2789,1819,Air Conditioning,Yes
2790,832,Power Windows,No
2791,510,Backup Camera,No
2792,597,Bluetooth,Yes
2793,438,Bluetooth,No
2794,274,Power Windows,No
2795,1815,Backup Camera,No
2796,839,Air Conditioning,Yes
2797,715,Bluetooth,Yes
2798,103,Power Windows,Yes
2799,751,Bluetooth,Yes
2800,1830,Backup Camera,No
2801,950,ABS,Yes
2802,1327,Power Windows,No
2803,222,Air Conditioning,Yes
2804,268,ABS,No
2805,303,Backup Camera,No
2806,1265,Backup Camera,Yes
2807,304,ABS,Yes
2808,440,Backup Camera,Yes
2809,1612,Air Conditioning,Yes
2810,734,Bluetooth,Yes
2811,1881,Power Windows,No
2812,67,Power Windows,Yes
2813,9,Backup Camera,Yes
2814,382,Bluetooth,No
2815,1741,Air Conditioning,No
2816,3,Backup Camera,No
2817,128,Backup Camera,No
2818,1990,Cruise Control,No
2819,1263,Cruise Control,Yes
2820,1602,ABS,Yes
2821,1182,ABS,No
2822,147,Cruise Control,Yes
2823,826,Backup Camera,No
2824,1165,Backup Camera,No
2825,1492,Power Windows,Yes
2826,1646,Bluetooth,Yes
2827,714,ABS,No
2828,560,Air Conditioning,Yes
2829,249,Cruise Control,No
2830,1666,Cruise Control,No
2831,1512,Air Conditioning,Yes
2832,1113,Cruise Control,Yes
2833,502,Cruise Control,No
2834,795,Bluetooth,Yes
2835,1456,Power Windows,No
2836,444,Air Conditioning,Yes
2837,1502,Backup Camera,Yes
2838,1145,Bluetooth,Yes
2839,433,Backup Camera,Yes
2840,1367,Power Windows,No
2841,1504,Power Windows,Yes
2842,577,ABS,Yes
2843,1968,Cruise Control,Yes
2844,471,ABS,Yes
2845,694,Backup Camera,Yes
2846,1499,Power Windows,Yes
2847,253,Cruise Control,No
2848,630,Cruise Control,No
2849,399,Air Conditioning,Yes
2850,1078,Bluetooth,No
2851,1643,Air Conditioning,Yes
2852,20,ABS,No
2853,1339,Air Conditioning,No
2854,474,Backup Camera,No
2855,131,Air Conditioning,No
2856,489,Cruise Control,No
2857,1238,Cruise Control,Yes
2858,1807,Cruise Control,No
2859,1898,Air Conditioning,No
2860,345,Air Conditioning,Yes
2861,290,Cruise Control,Yes
2862,1978,Cruise Control,Yes
2863,647,Power Windows,No
2864,425,Air Conditioning,No
2865,1775,Backup Camera,No
2866,223,Bluetooth,Yes
2867,1095,Air Conditioning,No
2868,467,Power Windows,Yes
2869,1632,Power Windows,Yes
2870,1714,Backup Camera,Yes
2871,843,Air Conditioning,Yes
2872,736,Power Windows,Yes
2873,318,Power Windows,Yes
2874,1364,Air Conditioning,Yes
2875,1409,Bluetooth,No
2876,654,Air Conditioning,No
2877,1305,ABS,Yes
2878,1424,Air Conditioning,No
2879,403,Cruise Control,Yes
2880,396,Power Windows,Yes
2881,1470,Air Conditioning,Yes
2882,682,Bluetooth,Yes
2883,1403,Power Windows,Yes
2884,1457,Bluetooth,No
2885,828,Bluetooth,Yes
2886,472,Bluetooth,Yes
2887,561,Cruise Control,No
2888,1370,Power Windows,No
2889,1919,Power Windows,Yes
2890,85,Bluetooth,Yes
2891,470,Bluetooth,Yes
2892,1292,Cruise Control,Yes
2893,1946,Power Windows,Yes
2894,1903,ABS,No
2895,486,Air Conditioning,Yes
2896,1141,Bluetooth,No
2897,642,Bluetooth,Yes
2898,759,Bluetooth,Yes
2899,886,Cruise Control,No
2900,6,ABS,No
2901,282,Air Conditioning,No
2902,1370,Air Conditioning,Yes
2903,1153,Air Conditioning,Yes
2904,812,Air Conditioning,Yes
2905,643,ABS,No
2906,200,ABS,Yes
2907,105,Bluetooth,Yes
2908,90,Power Windows,Yes
2909,128,Air Conditioning,No
2910,960,Backup Camera,Yes
2911,1917,ABS,No
2912,558,Backup Camera,Yes
2913,795,ABS,No
2914,1563,Cruise Control,No
2915,1429,Power Windows,Yes
2916,1148,Cruise Control,No
2917,339,Air Conditioning,Yes
2918,1884,Bluetooth,No
2919,1188,ABS,No
2920,1196,Bluetooth,Yes
2921,1146,ABS,No
2922,352,Backup Camera,Yes
2923,1288,Power Windows,Yes
2924,1227,Power Windows,No
2925,1043,Backup Camera,No
2926,1293,Cruise Control,Yes
2927,1001,Power Windows,Yes
2928,1721,Air Conditioning,Yes
2929,1174,ABS,No
2930,1496,Cruise Control,No
2931,443,Cruise Control,No
2932,1354,Air Conditioning,No
2933,269,Cruise Control,Yes
2934,1089,Cruise Control,Yes
2935,895,Backup Camera,Yes
2936,708,Backup Camera,Yes
2937,1879,Bluetooth,Yes
2938,1391,Power Windows,Yes
2939,1359,Air Conditioning,Yes
2940,1698,Cruise Control,Yes
2941,1832,Cruise Control,No
2942,615,Air Conditioning,Yes
2943,1074,ABS,Yes
2944,1365,Air Conditioning,Yes
2945,952,ABS,No
2946,1123,Air Conditioning,No
2947,660,Cruise Control,Yes
2948,1123,Bluetooth,Yes
2949,815,ABS,No
2950,941,Power Windows,Yes
2951,581,Air Conditioning,No
2952,213,Bluetooth,Yes
2953,81,Bluetooth,Yes
2954,1418,Backup Camera,Yes
2955,1660,Backup Camera,No
2956,1818,Bluetooth,Yes
2957,50,Power Windows,Yes
2958,1282,Air Conditioning,No
2959,1257,ABS,No
2960,679,Cruise Control,No
2961,120,Cruise Control,Yes
2962,1828,Cruise Control,Yes
2963,728,Bluetooth,Yes
2964,680,ABS,No
2965,203,ABS,Yes
2966,1871,Air Conditioning,Yes
2967,613,ABS,Yes
2968,1499,Cruise Control,No
2969,1850,Cruise Control,No
2970,912,ABS,Yes
2971,549,Backup Camera,No
2972,1761,Backup Camera,No
2973,468,Cruise Control,No
2974,683,Cruise Control,Yes
2975,1571,Cruise Control,No
2976,1309,Air Conditioning,Yes
2977,657,Bluetooth,Yes
2978,408,Cruise Control,Yes
2979,122,Bluetooth,No
2980,523,Backup Camera,Yes
2981,288,Bluetooth,No
2982,1126,Cruise Control,Yes
2983,1001,Air Conditioning,Yes
2984,1972,Bluetooth,Yes
2985,1147,ABS,Yes
2986,224,Bluetooth,Yes
2987,142,Backup Camera,Yes
2988,1282,ABS,No
2989,917,Cruise Control,Yes
2990,538,Power Windows,Yes
2991,1160,Cruise Control,No
2992,730,Bluetooth,No
2993,1956,Power Windows,Yes
2994,1026,ABS,Yes
2995,769,Power Windows,No
2996,732,Air Conditioning,Yes
2997,1318,Cruise Control,Yes
2998,549,Air Conditioning,Yes
2999,619,Power Windows,No
3000,1884,ABS,Yes
3001,1398,Cruise Control,Yes
3002,1779,Power Windows,Yes
3003,869,Cruise Control,Yes
3004,1664,ABS,Yes
3005,1386,Air Conditioning,Yes
3006,698,Power Windows,Yes
3007,165,ABS,Yes
3008,230,Cruise Control,No
3009,494,ABS,Yes
3010,409,Power Windows,No
3011,1462,Bluetooth,Yes
3012,798,Backup Camera,Yes
3013,1909,Air Conditioning,No
3014,367,ABS,Yes
3015,1475,Air Conditioning,Yes
3016,1538,Power Windows,No
3017,12,Bluetooth,Yes
3018,1781,ABS,No
3019,1156,ABS,No
3020,1580,Air Conditioning,Yes
3021,35,Power Windows,No
3022,1978,Air Conditioning,Yes
3023,1899,Power Windows,Yes
3024,1246,Backup Camera,No
3025,539,Bluetooth,Yes
3026,851,ABS,Yes
3027,1351,Bluetooth,Yes
3028,1642,Cruise Control,Yes
3029,961,Air Conditioning,Yes
3030,472,Cruise Control,No
3031,777,ABS,No
3032,22,Air Conditioning,Yes
3033,540,Bluetooth,No
3034,784,ABS,No
3035,1172,Bluetooth,No
3036,470,Power Windows,No
3037,844,Power Windows,No
3038,1602,Backup Camera,No
3039,1064,Power Windows,No
3040,169,Air Conditioning,Yes
3041,1760,Backup Camera,No
3042,122,Cruise Control,No
3043,1706,Power Windows,No
3044,946,Air Conditioning,No
3045,1557,Power Windows,No
3046,444,ABS,Yes
3047,1192,Air Conditioning,Yes
3048,1265,Air Conditioning,Yes
3049,469,Backup Camera,Yes
3050,1462,ABS,Yes
3051,1728,Cruise Control,No
3052,168,Power Windows,No
