ServiceID,CarID,ServiceDate,ServiceType,Cost
1136,577,2022-05-11,Engine Tune-up,419.0
1137,953,2022-04-04,Tire Rotation,1160.0
1138,965,2021-11-15,Engine Tune-up,127.0
1139,1439,2023-02-04,Brake Inspection,65.0
1140,1767,2022-11-09,Brake Inspection,214.0
1141,1849,2021-12-10,Brake Inspection,1185.0
1142,6,2023-07-06,Engine Tune-up,751.0
1143,1023,2023-01-12,Engine Tune-up,1459.0
1144,1179,2022-01-30,Oil Change,841.0
1145,1377,2021-05-28,Oil Change,1258.0
1146,1048,2023-03-12,Brake Inspection,641.0
1147,132,2021-06-07,Engine Tune-up,1433.0
1148,1191,2022-02-20,Engine Tune-up,1269.0
1149,1426,2021-05-19,Engine Tune-up,1460.0
1150,531,2022-02-01,Tire Rotation,551.0
1151,1652,2021-09-09,Tire Rotation,509.0
1152,774,2024-01-02,Tire Rotation,295.0
1153,923,2022-10-11,Oil Change,1184.0
1154,286,2022-05-12,Brake Inspection,620.0
1155,1553,2021-12-29,Tire Rotation,769.0
1156,1895,2023-06-25,Tire Rotation,1006.0
1157,280,2023-06-08,Oil Change,389.0
1158,1057,2023-04-12,Oil Change,1068.0
1159,1925,2022-07-26,Engine Tune-up,973.0
1160,1293,2021-02-24,Engine Tune-up,455.0
1161,1640,2021-12-26,Brake Inspection,873.0
1162,94,2021-10-14,Oil Change,142.0
1163,615,2023-12-04,Engine Tune-up,1352.0
1164,910,2022-03-24,Tire Rotation,1189.0
1165,1041,2021-04-11,Brake Inspection,1003.0
1166,190,2021-12-01,Tire Rotation,1416.0
1167,817,2023-07-07,Oil Change,894.0
1168,701,2023-09-20,Oil Change,1434.0
1169,392,2021-12-12,Tire Rotation,1123.0
1170,1664,2022-03-05,Tire Rotation,1323.0
1171,204,2023-03-12,Engine Tune-up,463.0
1172,1521,2023-03-28,Tire Rotation,1325.0
1173,354,2022-09-01,Brake Inspection,1020.0
1174,978,2023-04-10,Brake Inspection,1275.0
1175,1366,2021-09-19,Oil Change,1003.0
1176,1507,2023-12-13,Engine Tune-up,745.0
1177,1196,2022-02-19,Engine Tune-up,836.0
1178,944,2021-04-25,Engine Tune-up,1407.0
1179,79,2021-07-20,Oil Change,1398.0
1180,1887,2022-01-16,Brake Inspection,853.0
1181,553,2022-06-21,Oil Change,1432.0
1182,1587,2023-12-29,Oil Change,1056.0
1183,714,2021-05-10,Engine Tune-up,500.0
1184,927,2022-07-21,Oil Change,1193.0
1185,669,2023-08-01,Tire Rotation,1180.0
1186,1444,2023-09-25,Brake Inspection,1157.0
1187,608,2023-05-03,Oil Change,148.0
1188,74,2022-05-16,Engine Tune-up,1130.0
1189,1033,2021-03-15,Engine Tune-up,1295.0
1190,66,2022-06-14,Tire Rotation,1066.0
1191,1385,2023-07-24,Brake Inspection,231.0
1192,940,2021-07-27,Engine Tune-up,1466.0
1193,1548,2023-03-06,Tire Rotation,159.0
1194,1661,2022-03-23,Oil Change,1348.0
1195,1806,2022-02-08,Oil Change,1277.0
1196,1861,2023-03-19,Engine Tune-up,850.0
1197,165,2022-04-03,Engine Tune-up,363.0
1198,1138,2022-10-16,Brake Inspection,382.0
1199,1353,2021-07-09,Oil Change,1100.0
1200,1787,2021-11-26,Engine Tune-up,330.0
1201,1568,2023-03-09,Engine Tune-up,1020.0
1202,33,2022-12-30,Tire Rotation,848.0
1203,94,2022-11-23,Oil Change,528.0
1204,422,2022-10-17,Tire Rotation,1469.0
1205,61,2022-06-09,Brake Inspection,750.0
1206,1223,2021-08-12,Oil Change,203.0
1207,359,2022-05-29,Tire Rotation,879.0
1208,1557,2021-03-11,Oil Change,151.0
1209,528,2021-06-28,Engine Tune-up,767.0
1210,1450,2023-03-28,Brake Inspection,1434.0
1211,392,2023-05-31,Brake Inspection,965.0
1212,610,2022-10-27,Engine Tune-up,493.0
1213,1436,2022-06-11,Engine Tune-up,269.0
1214,874,2021-12-15,Tire Rotation,1454.0
1215,1524,2023-07-22,Engine Tune-up,765.0
1216,1530,2024-02-09,Brake Inspection,1345.0
1217,1450,2024-01-08,Engine Tune-up,113.0
1218,1993,2021-09-23,Engine Tune-up,358.0
1219,1826,2021-09-01,Oil Change,1450.0
1220,673,2021-04-26,Tire Rotation,988.0
1221,1374,2022-02-27,Brake Inspection,1025.0
1222,1358,2023-12-19,Brake Inspection,226.0
1223,270,2022-08-15,Tire Rotation,1026.0
1224,1428,2023-11-29,Tire Rotation,1359.0
1225,791,2022-09-19,Brake Inspection,1374.0
1226,173,2022-03-18,Tire Rotation,1196.0
1227,1647,2022-11-04,Brake Inspection,653.0
1228,638,2022-09-28,Oil Change,348.0
1229,1741,2022-11-01,Oil Change,1438.0
1230,1328,2021-05-26,Brake Inspection,1437.0
1231,1605,2023-02-23,Oil Change,1302.0
1232,1622,2023-07-03,Brake Inspection,682.0
1233,365,2021-09-10,Engine Tune-up,702.0
1234,1687,2021-10-27,Brake Inspection,1258.0
1235,1161,2023-03-29,Oil Change,372.0
1236,840,2021-12-09,Engine Tune-up,661.0
1237,1460,2021-07-31,Tire Rotation,457.0
1238,1457,2023-04-04,Tire Rotation,215.0
1239,1650,2023-02-28,Oil Change,936.0
1240,386,2022-05-01,Tire Rotation,384.0
1241,247,2021-10-19,Tire Rotation,199.0
1242,1285,2023-09-10,Tire Rotation,869.0
1243,624,2022-08-07,Brake Inspection,1176.0
1244,1411,2023-03-14,Brake Inspection,890.0
1245,1227,2022-10-05,Tire Rotation,595.0
1246,238,2023-09-02,Oil Change,979.0
1247,791,2021-12-26,Tire Rotation,711.0
1248,530,2021-03-13,Oil Change,1016.0
1249,1246,2022-11-25,Brake Inspection,1289.0
1250,1575,2023-12-22,Oil Change,1181.0
1251,535,2021-03-10,Engine Tune-up,274.0
1252,493,2023-03-11,Brake Inspection,1237.0
1253,135,2023-09-30,Engine Tune-up,208.0
1254,1741,2022-06-20,Engine Tune-up,572.0
1255,958,2021-07-31,Brake Inspection,1252.0
1256,145,2023-01-09,Oil Change,1382.0
1257,1593,2023-02-07,Tire Rotation,123.0
1258,1669,2023-09-07,Engine Tune-up,532.0
1259,1390,2022-02-02,Oil Change,158.0
1260,1331,2024-02-04,Brake Inspection,162.0
1261,870,2021-11-16,Tire Rotation,1117.0
1262,166,2021-08-09,Brake Inspection,253.0
1263,87,2021-03-20,Oil Change,237.0
1264,193,2022-11-13,Tire Rotation,395.0
1265,1496,2022-08-21,Brake Inspection,476.0
1266,39,2022-03-16,Engine Tune-up,328.0
1267,1843,2024-01-27,Oil Change,822.0
1268,695,2021-03-27,Oil Change,481.0
1269,557,2021-05-28,Brake Inspection,1248.0
1270,1716,2021-11-09,Engine Tune-up,848.0
1271,1212,2021-08-30,Tire Rotation,223.0
1272,1750,2022-07-30,Brake Inspection,340.0
1273,1245,2022-10-30,Brake Inspection,388.0
1274,486,2022-11-10,Brake Inspection,270.0
1275,518,2021-12-07,Engine Tune-up,1387.0
1276,458,2023-07-04,Tire Rotation,710.0
1277,1984,2022-01-24,Oil Change,1207.0
1278,1321,2023-05-23,Brake Inspection,1094.0
1279,1714,2023-04-15,Engine Tune-up,366.0
1280,4,2023-11-04,Brake Inspection,1172.0
1281,655,2022-04-17,Engine Tune-up,1190.0
1282,522,2022-10-06,Brake Inspection,129.0
1283,528,2021-03-16,Brake Inspection,1430.0
1284,1498,2024-01-11,Engine Tune-up,958.0
1285,606,2022-09-14,Tire Rotation,95.0
1286,588,2022-11-11,Engine Tune-up,1483.0
1287,1036,2023-05-04,Brake Inspection,1170.0
1288,1112,2023-12-10,Brake Inspection,1194.0
1289,847,2021-02-20,Engine Tune-up,223.0
1290,861,2022-08-02,Oil Change,357.0
1291,387,2022-11-06,Brake Inspection,488.0
1292,144,2022-07-25,Brake Inspection,808.0
1293,763,2023-05-05,Oil Change,303.0
1294,219,2023-10-23,Oil Change,1076.0
1295,1120,2023-05-04,Tire Rotation,499.0
1296,477,2022-01-02,Oil Change,811.0
1297,38,2023-06-10,Brake Inspection,395.0
1298,1421,2023-06-23,Oil Change,628.0
1299,1371,2022-09-14,Oil Change,1012.0
1300,1795,2022-07-04,Oil Change,719.0
1301,95,2022-09-22,Oil Change,812.0
1302,1717,2023-08-26,Oil Change,381.0
1303,756,2021-12-03,Tire Rotation,955.0
1304,405,2023-07-19,Oil Change,247.0
1305,1227,2021-05-28,Tire Rotation,921.0
1306,967,2022-06-14,Brake Inspection,1289.0
1307,759,2021-03-18,Oil Change,1090.0
1308,337,2022-11-20,Tire Rotation,1453.0
1309,1653,2022-09-22,Tire Rotation,249.0
1310,1437,2023-03-08,Oil Change,400.0
1311,1572,2022-01-01,Engine Tune-up,511.0
1312,1967,2022-08-27,Tire Rotation,170.0
1313,1254,2022-02-26,Brake Inspection,362.0
1314,1512,2021-09-14,Oil Change,644.0
1315,1909,2021-09-04,Brake Inspection,60.0
1316,715,2023-04-23,Brake Inspection,352.0
1317,900,2022-05-25,Brake Inspection,1114.0
1318,1409,2022-01-26,Engine Tune-up,1064.0
1319,1179,2023-08-11,Brake Inspection,452.0
1320,1802,2021-07-24,Engine Tune-up,687.0
1321,520,2021-05-17,Engine Tune-up,1041.0
1322,909,2023-12-07,Engine Tune-up,480.0
1323,787,2021-02-18,Engine Tune-up,843.0
1324,1688,2021-09-12,Brake Inspection,1062.0
1325,1056,2022-02-24,Oil Change,1272.0
1326,1353,2022-02-13,Brake Inspection,610.0
1327,522,2023-05-23,Brake Inspection,638.0
1328,945,2023-03-30,Brake Inspection,578.0
1329,977,2022-03-16,Engine Tune-up,1217.0
1330,1616,2021-08-05,Oil Change,1384.0
1331,261,2023-05-26,Oil Change,888.0
1332,739,2021-07-05,Brake Inspection,1108.0
1333,1788,2022-04-07,Engine Tune-up,216.0
1334,535,2021-03-05,Oil Change,263.0
1335,281,2021-05-08,Brake Inspection,254.0
1336,623,2023-01-03,Tire Rotation,374.0
1337,1270,2021-04-27,Tire Rotation,921.0
1338,708,2022-05-18,Brake Inspection,334.0
1339,409,2022-10-02,Tire Rotation,1422.0
1340,265,2021-06-18,Tire Rotation,1459.0
1341,1869,2022-11-24,Tire Rotation,51.0
1342,1511,2023-07-13,Tire Rotation,1275.0
1343,71,2022-05-15,Oil Change,880.0
1344,1867,2023-10-22,Engine Tune-up,432.0
1345,1732,2021-12-29,Tire Rotation,72.0
1346,321,2023-07-10,Brake Inspection,523.0
1347,1979,2021-08-29,Oil Change,1245.0
1348,1391,2023-02-23,Engine Tune-up,970.0
1349,342,2022-12-30,Oil Change,238.0
1350,832,2021-02-24,Oil Change,1023.0
1351,1135,2023-01-18,Engine Tune-up,1035.0
1352,1286,2021-07-31,Brake Inspection,1493.0
1353,389,2021-03-14,Brake Inspection,882.0
1354,833,2023-08-04,Brake Inspection,837.0
1355,624,2022-07-15,Brake Inspection,100.0
1356,562,2021-11-17,Tire Rotation,933.0
1357,465,2021-02-25,Tire Rotation,697.0
1358,739,2021-11-22,Tire Rotation,229.0
1359,719,2022-06-26,Tire Rotation,325.0
1360,1164,2021-11-03,Engine Tune-up,693.0
1361,411,2022-06-10,Tire Rotation,430.0
1362,596,2022-03-17,Tire Rotation,1429.0
1363,1785,2022-03-14,Engine Tune-up,474.0
1364,1074,2023-05-05,Engine Tune-up,815.0
1365,75,2023-06-27,Engine Tune-up,387.0
1366,155,2023-05-21,Brake Inspection,1298.0
1367,471,2022-11-27,Brake Inspection,1129.0
1368,725,2022-07-04,Tire Rotation,1447.0
1369,848,2023-01-26,Brake Inspection,396.0
1370,695,2022-06-20,Oil Change,178.0
1371,1848,2023-08-15,Engine Tune-up,789.0
1372,1300,2021-12-15,Tire Rotation,1463.0
1373,303,2023-01-26,Tire Rotation,665.0
1374,183,2024-02-08,Engine Tune-up,1352.0
1375,1338,2023-12-23,Tire Rotation,810.0
1376,1426,2023-05-02,Oil Change,946.0
1377,1179,2021-12-09,Engine Tune-up,83.0
1378,864,2021-08-16,Oil Change,1174.0
1379,345,2021-04-09,Tire Rotation,1258.0
1380,1350,2022-02-16,Engine Tune-up,1299.0
1381,760,2021-04-12,Tire Rotation,339.0
1382,1000,2022-09-16,Engine Tune-up,771.0
1383,1232,2023-05-03,Engine Tune-up,1124.0
1384,272,2022-05-19,Tire Rotation,819.0
1385,627,2021-04-27,Engine Tune-up,118.0
1386,484,2022-12-22,Oil Change,1077.0
1387,26,2021-06-29,Brake Inspection,1456.0
1388,1217,2021-04-01,Oil Change,1231.0
1389,449,2021-09-11,Brake Inspection,807.0
1390,1248,2021-02-22,Oil Change,412.0
1391,1044,2022-06-12,Tire Rotation,1138.0
1392,1903,2023-01-19,Tire Rotation,840.0
1393,1423,2023-07-30,Engine Tune-up,834.0
1394,400,2024-02-04,Tire Rotation,787.0
1395,1492,2022-06-14,Engine Tune-up,371.0
1396,599,2023-05-12,Engine Tune-up,1307.0
1397,1512,2023-05-02,Tire Rotation,1377.0
1398,700,2022-12-05,Engine Tune-up,804.0
1399,794,2023-05-16,Tire Rotation,329.0
1400,1171,2023-09-04,Engine Tune-up,1031.0
1401,1932,2022-12-05,Oil Change,403.0
1402,284,2022-10-06,Tire Rotation,369.0
1403,1239,2022-04-10,Engine Tune-up,302.0
1404,1522,2022-01-28,Brake Inspection,1449.0
1405,119,2021-08-01,Oil Change,681.0
1406,721,2023-12-23,Tire Rotation,765.0
1407,1531,2022-01-26,Oil Change,295.0
1408,225,2022-11-19,Engine Tune-up,958.0
1409,1058,2023-05-17,Brake Inspection,742.0
1410,1890,2022-11-15,Brake Inspection,1486.0
1411,1907,2021-02-26,Engine Tune-up,985.0
1412,1351,2023-02-27,Oil Change,1075.0
1413,431,2021-08-27,Tire Rotation,308.0
1414,1661,2021-08-18,Engine Tune-up,959.0
1415,1883,2022-03-23,Engine Tune-up,1272.0
1416,844,2022-08-21,Tire Rotation,1022.0
1417,180,2023-02-08,Tire Rotation,1417.0
1418,1048,2022-11-02,Oil Change,729.0
1419,206,2021-02-20,Brake Inspection,930.0
1420,79,2021-05-18,Engine Tune-up,1315.0
1421,523,2021-09-26,Brake Inspection,1341.0
1422,1346,2023-08-20,Oil Change,187.0
1423,144,2023-05-07,Engine Tune-up,1275.0
1424,1332,2022-08-28,Oil Change,97.0
1425,1521,2022-03-12,Brake Inspection,1008.0
1426,1281,2022-09-27,Oil Change,1149.0
1427,1515,2023-03-20,Engine Tune-up,1127.0
1428,253,2021-06-13,Engine Tune-up,538.0
1429,625,2023-12-01,Oil Change,302.0
1430,1551,2023-12-17,Oil Change,179.0
1431,19,2021-07-11,Oil Change,1222.0
1432,1727,2023-05-29,Oil Change,942.0
1433,427,2021-08-11,Engine Tune-up,650.0
1434,372,2022-01-05,Brake Inspection,756.0
1435,1850,2022-12-18,Tire Rotation,1028.0
1436,1241,2023-10-31,Oil Change,303.0
1437,314,2022-12-20,Brake Inspection,939.0
1438,1700,2022-09-02,Oil Change,428.0
1439,1479,2023-08-21,Oil Change,1024.0
1440,1186,2023-02-23,Brake Inspection,1341.0
1441,7,2023-07-19,Engine Tune-up,1354.0
1442,1513,2022-12-27,Engine Tune-up,1124.0
1443,1609,2023-05-08,Engine Tune-up,730.0
1444,991,2023-05-06,Brake Inspection,736.0
1445,1387,2021-05-06,Tire Rotation,138.0
1446,283,2022-08-19,Brake Inspection,654.0
1447,132,2022-05-04,Brake Inspection,1338.0
1448,1378,2021-12-27,Tire Rotation,220.0
1449,621,2021-10-13,Engine Tune-up,1083.0
1450,778,2022-10-26,Tire Rotation,135.0
1451,1144,2022-01-25,Brake Inspection,377.0
1452,114,2023-08-10,Tire Rotation,295.0
1453,476,2021-06-17,Brake Inspection,1327.0
1454,1818,2021-03-05,Tire Rotation,1429.0
1455,597,2021-09-08,Brake Inspection,279.0
1456,1278,2021-02-13,Engine Tune-up,1282.0
1457,368,2021-11-25,Engine Tune-up,1295.0
1458,233,2023-05-06,Engine Tune-up,525.0
1459,381,2022-07-06,Tire Rotation,525.0
1460,1001,2021-03-16,Tire Rotation,570.0
1461,107,2021-02-24,Tire Rotation,1313.0
1462,1436,2022-06-23,Oil Change,963.0
1463,1199,2021-03-25,Oil Change,678.0
1464,732,2021-07-11,Brake Inspection,1439.0
1465,1586,2021-09-29,Engine Tune-up,829.0
1466,1209,2023-12-25,Engine Tune-up,56.0
1467,9,2023-01-09,Oil Change,546.0
1468,628,2022-11-15,Oil Change,1308.0
1469,54,2021-07-12,Engine Tune-up,341.0
1470,1359,2024-01-28,Brake Inspection,186.0
1471,1449,2021-06-16,Tire Rotation,1132.0
1472,645,2022-07-06,Oil Change,584.0
1473,1576,2022-06-22,Engine Tune-up,740.0
1474,890,2023-02-18,Oil Change,742.0
1475,1138,2022-01-18,Engine Tune-up,954.0
1476,1749,2024-01-31,Oil Change,1131.0
1477,956,2022-12-06,Engine Tune-up,629.0
1478,1091,2022-09-17,Brake Inspection,1269.0
1479,1138,2021-11-13,Engine Tune-up,1359.0
1480,1132,2023-10-02,Oil Change,689.0
1481,1420,2021-08-22,Tire Rotation,865.0
1482,1071,2023-07-26,Engine Tune-up,509.0
1483,990,2023-11-19,Oil Change,1283.0
1484,982,2023-04-13,Brake Inspection,402.0
1485,254,2022-11-19,Oil Change,1388.0
1486,1995,2024-01-30,Brake Inspection,810.0
1487,659,2021-09-06,Engine Tune-up,1419.0
1488,1240,2023-06-30,Tire Rotation,1359.0
1489,749,2023-02-26,Engine Tune-up,73.0
1490,323,2023-03-24,Tire Rotation,396.0
1491,1099,2021-06-10,Brake Inspection,964.0
1492,556,2021-10-04,Engine Tune-up,637.0
1493,490,2021-04-01,Engine Tune-up,919.0
1494,1055,2023-10-09,Engine Tune-up,90.0
1495,56,2022-03-12,Engine Tune-up,616.0
1496,1030,2023-01-24,Brake Inspection,474.0
1497,558,2023-01-17,Tire Rotation,741.0
1498,907,2023-09-05,Engine Tune-up,277.0
1499,904,2022-10-28,Brake Inspection,1323.0
1500,1136,2021-12-09,Brake Inspection,1434.0
1501,1061,2023-07-05,Brake Inspection,232.0
1502,1898,2023-01-29,Engine Tune-up,113.0
1503,613,2021-04-11,Brake Inspection,1224.0
1504,460,2022-04-25,Oil Change,904.0
1505,928,2022-11-23,Oil Change,796.0
1506,915,2023-04-01,Tire Rotation,842.0
1507,1667,2023-07-28,Tire Rotation,1198.0
1508,941,2022-06-16,Oil Change,168.0
1509,1393,2023-04-27,Engine Tune-up,813.0
1510,614,2021-03-26,Engine Tune-up,736.0
1511,141,2023-01-20,Oil Change,249.0
1512,128,2021-05-29,Tire Rotation,799.0
1513,682,2022-04-03,Oil Change,713.0
1514,1280,2022-11-07,Brake Inspection,885.0
1515,1377,2022-11-04,Tire Rotation,187.0
1516,944,2022-04-18,Brake Inspection,895.0
1517,212,2022-11-06,Tire Rotation,283.0
1518,1651,2022-11-19,Engine Tune-up,895.0
1519,1948,2022-06-16,Brake Inspection,1121.0
1520,223,2023-03-03,Oil Change,179.0
1521,372,2023-09-22,Tire Rotation,217.0
1522,1398,2023-10-09,Oil Change,982.0
1523,499,2023-02-24,Engine Tune-up,291.0
1524,1369,2023-02-06,Brake Inspection,915.0
1525,1164,2021-11-18,Engine Tune-up,1131.0
1526,881,2022-12-10,Brake Inspection,756.0
1527,1361,2022-03-29,Brake Inspection,1098.0
1528,34,2024-02-06,Engine Tune-up,171.0
1529,1903,2023-09-14,Tire Rotation,748.0
1530,1723,2021-06-17,Oil Change,1022.0
1531,122,2023-12-05,Engine Tune-up,1335.0
1532,1132,2022-12-01,Brake Inspection,1041.0
1533,793,2024-01-06,Engine Tune-up,646.0
1534,193,2023-05-04,Brake Inspection,777.0
1535,1783,2021-05-01,Tire Rotation,966.0
1536,1998,2021-08-20,Engine Tune-up,85.0
1537,397,2023-08-22,Tire Rotation,113.0
1538,1354,2023-12-14,Tire Rotation,1017.0
1539,907,2023-06-01,Oil Change,905.0
1540,982,2023-06-17,Engine Tune-up,365.0
1541,940,2021-02-25,Engine Tune-up,698.0
1542,309,2022-08-06,Brake Inspection,501.0
1543,1169,2023-12-26,Engine Tune-up,1175.0
1544,220,2024-01-13,Brake Inspection,1235.0
1545,396,2023-07-24,Oil Change,475.0
1546,1267,2021-11-24,Brake Inspection,1081.0
1547,1565,2021-08-28,Engine Tune-up,252.0
1548,1687,2022-04-21,Engine Tune-up,314.0
1549,4,2021-07-17,Oil Change,1261.0
1550,139,2022-02-13,Brake Inspection,502.0
1551,749,2021-03-07,Oil Change,1128.0
1552,1249,2022-07-13,Engine Tune-up,792.0
1553,1450,2023-07-01,Tire Rotation,714.0
1554,927,2021-02-12,Oil Change,938.0
1555,394,2023-08-24,Oil Change,303.0
1556,1755,2022-07-25,Brake Inspection,146.0
1557,1361,2022-11-29,Oil Change,645.0
1558,19,2023-07-09,Brake Inspection,307.0
1559,1010,2021-03-22,Oil Change,140.0
1560,1205,2024-01-02,Engine Tune-up,164.0
1561,1545,2022-08-01,Engine Tune-up,366.0
1562,1333,2023-04-29,Engine Tune-up,372.0
1563,849,2022-11-06,Engine Tune-up,587.0
1564,1182,2023-11-10,Engine Tune-up,494.0
1565,1727,2023-03-04,Engine Tune-up,437.0
1566,256,2023-12-12,Tire Rotation,63.0
1567,1040,2021-07-21,Oil Change,713.0
1568,857,2023-06-27,Tire Rotation,836.0
1569,716,2022-05-06,Oil Change,1350.0
1570,148,2021-08-05,Tire Rotation,701.0
1571,1017,2021-07-22,Tire Rotation,609.0
1572,1694,2023-09-07,Oil Change,228.0
1573,2,2023-11-04,Oil Change,447.0
1574,651,2021-03-29,Tire Rotation,1179.0
1575,99,2022-12-29,Tire Rotation,1203.0
1576,1075,2022-10-31,Brake Inspection,839.0
1577,1122,2021-11-28,Tire Rotation,97.0
1578,712,2022-11-14,Engine Tune-up,633.0
1579,1216,2021-05-12,Engine Tune-up,334.0
1580,543,2021-03-26,Oil Change,877.0
1581,801,2021-11-04,Oil Change,1079.0
1582,1588,2022-01-28,Engine Tune-up,130.0
1583,1763,2022-11-21,Tire Rotation,776.0
1584,1468,2022-03-13,Tire Rotation,1442.0
1585,1230,2023-08-28,Tire Rotation,244.0
1586,325,2022-03-14,Oil Change,1394.0
1587,1611,2023-11-14,Engine Tune-up,646.0
1588,952,2022-01-15,Tire Rotation,836.0
1589,1111,2023-01-10,Engine Tune-up,1364.0
1590,1314,2024-02-01,Tire Rotation,165.0
1591,128,2023-05-12,Tire Rotation,61.0
1592,1696,2023-04-19,Engine Tune-up,144.0
1593,1671,2023-02-19,Tire Rotation,393.0
1594,1076,2021-04-20,Tire Rotation,1345.0
1595,1763,2022-12-08,Oil Change,255.0
1596,1933,2022-07-30,Tire Rotation,493.0
1597,569,2022-10-03,Tire Rotation,1072.0
1598,94,2021-09-05,Brake Inspection,1429.0
1599,1016,2023-09-20,Tire Rotation,811.0
1600,1618,2022-10-11,Engine Tune-up,1247.0
1601,460,2023-05-26,Tire Rotation,749.0
1602,319,2021-05-31,Oil Change,230.0
1603,1825,2022-10-20,Engine Tune-up,880.0
1604,1260,2021-10-01,Engine Tune-up,629.0
1605,253,2023-10-06,Engine Tune-up,130.0
1606,522,2021-12-01,Engine Tune-up,50.0
1607,279,2022-10-21,Brake Inspection,1129.0
1608,635,2023-09-06,Tire Rotation,168.0
1609,1104,2022-12-18,Oil Change,423.0
1610,1232,2021-02-27,Engine Tune-up,102.0
1611,752,2023-12-24,Engine Tune-up,1478.0
1612,842,2022-09-28,Engine Tune-up,639.0
1613,1463,2022-03-14,Tire Rotation,1223.0
1614,1348,2022-05-10,Tire Rotation,339.0
1615,1327,2022-08-19,Oil Change,94.0
1616,351,2022-04-23,Brake Inspection,817.0
1617,1664,2024-01-09,Brake Inspection,153.0
1618,638,2023-05-01,Engine Tune-up,1040.0
1619,1836,2021-04-17,Oil Change,1484.0
1620,980,2021-05-28,Oil Change,1369.0
1621,1117,2021-05-08,Tire Rotation,572.0
1622,164,2022-11-26,Oil Change,826.0
1623,329,2023-07-23,Oil Change,691.0
1624,1960,2023-10-31,Tire Rotation,508.0
1625,1668,2022-12-27,Brake Inspection,216.0
1626,1223,2022-06-25,Engine Tune-up,1316.0
1627,297,2022-09-02,Oil Change,418.0
1628,1660,2023-08-04,Tire Rotation,797.0
1629,754,2022-08-08,Oil Change,510.0
1630,414,2021-06-02,Brake Inspection,343.0
1631,1638,2021-03-29,Tire Rotation,104.0
1632,1277,2022-02-10,Tire Rotation,706.0
1633,1227,2022-03-17,Oil Change,1325.0
1634,1063,2021-12-17,Oil Change,272.0
1635,680,2022-04-02,Oil Change,1389.0
1636,1681,2022-06-21,Engine Tune-up,745.0
1637,951,2021-09-14,Tire Rotation,333.0
1638,1540,2023-02-13,Engine Tune-up,1202.0
1639,1849,2022-04-28,Tire Rotation,120.0
1640,625,2021-10-29,Oil Change,86.0
1641,1923,2022-04-01,Brake Inspection,692.0
1642,1912,2021-06-11,Tire Rotation,268.0
1643,141,2024-01-12,Oil Change,186.0
1644,249,2021-07-12,Brake Inspection,257.0
1645,166,2024-02-10,Engine Tune-up,522.0
1646,1940,2022-05-07,Tire Rotation,1263.0
1647,1905,2021-08-09,Tire Rotation,601.0
1648,881,2021-09-01,Engine Tune-up,748.0
1649,377,2021-02-26,Oil Change,1094.0
1650,1980,2023-10-29,Tire Rotation,246.0
1651,566,2023-07-04,Engine Tune-up,295.0
1652,1352,2022-01-12,Tire Rotation,1429.0
1653,1696,2023-02-27,Brake Inspection,1225.0
1654,1350,2022-06-26,Engine Tune-up,274.0
1655,1170,2023-02-08,Tire Rotation,622.0
1656,1379,2023-07-24,Engine Tune-up,160.0
1657,1897,2022-02-17,Engine Tune-up,593.0
1658,1810,2023-11-27,Tire Rotation,1013.0
1659,68,2022-07-27,Tire Rotation,1124.0
1660,1414,2021-05-18,Engine Tune-up,1135.0
1661,1695,2023-10-14,Brake Inspection,271.0
1662,41,2022-08-28,Brake Inspection,1262.0
1663,1820,2021-11-02,Engine Tune-up,217.0
1664,128,2021-07-26,Brake Inspection,654.0
1665,1760,2023-03-23,Tire Rotation,1189.0
1666,1083,2023-09-01,Oil Change,1337.0
1667,1881,2022-09-17,Oil Change,1416.0
1668,1461,2023-03-23,Tire Rotation,1226.0
1669,982,2021-08-16,Brake Inspection,152.0
1670,1827,2022-11-27,Brake Inspection,118.0
1671,916,2022-03-23,Engine Tune-up,233.0
1672,1091,2023-09-30,Engine Tune-up,787.0
1673,1475,2022-02-23,Oil Change,1416.0
1674,1930,2022-10-11,Brake Inspection,1044.0
1675,624,2021-03-14,Tire Rotation,212.0
1676,1849,2023-07-02,Brake Inspection,783.0
1677,412,2022-07-15,Engine Tune-up,205.0
1678,1826,2022-07-14,Tire Rotation,697.0
1679,439,2022-09-02,Brake Inspection,361.0
1680,1635,2021-05-29,Oil Change,568.0
1681,1877,2021-09-22,Oil Change,1457.0
1682,171,2023-10-29,Engine Tune-up,408.0
1683,1132,2021-12-08,Brake Inspection,377.0
1684,540,2022-11-22,Tire Rotation,141.0
1685,1864,2023-05-15,Engine Tune-up,1218.0
1686,1121,2023-01-03,Tire Rotation,1382.0
1687,436,2023-06-30,Engine Tune-up,1177.0
1688,215,2022-08-28,Engine Tune-up,304.0
1689,1118,2023-03-15,Oil Change,1323.0
1690,114,2021-09-10,Brake Inspection,1316.0
1691,957,2023-03-17,Tire Rotation,1189.0
1692,1335,2022-08-17,Oil Change,1374.0
1693,220,2023-05-03,Engine Tune-up,1323.0
1694,117,2023-12-20,Engine Tune-up,367.0
1695,1265,2023-10-26,Oil Change,578.0
1696,742,2024-01-08,Brake Inspection,499.0
1697,1791,2021-11-11,Tire Rotation,1370.0
1698,1852,2023-09-30,Engine Tune-up,132.0
1699,1780,2023-09-03,Oil Change,242.0
1700,1380,2021-05-13,Oil Change,1409.0
1701,1743,2022-04-25,Brake Inspection,429.0
