CarID,Make,Model,Year,Mileage,VIN,EngineType,TransmissionType,FuelType
273,chevrolet,grand caravan passenger,2007,76474,33LRYF2C0MC0JBU7G,5-Cylinder,Automatic,Gasoline
274,dodge,mirage,2011,10036,PS0TY7GU6NPSNTG1D,5-Cylinder,Manual,Diesel
275,toyota,mdx,2005,115656,6L1RTDUF8TL82DK5D,4-Cylinder,Automatic,Diesel
276,toyota,h2,2005,176051,AFULJAFY319Y51KVH,3-Cylinder,CVT,Diesel
277,subaru,sierra 1500 extended cab,2019,93417,MK9BLSJN2VXTBWDGT,8-Cylinder,Manual,Electric
278,eagle,f250 regular cab,2018,191971,4MYM4LYPXV56JJUMW,2-Cylinder,Manual,Electric
279,honda,armada,2019,128740,T3SN1N2X3ZUE4KZCD,8-Cylinder,Automatic,Electric
280,rolls-royce,ioniq electric,2010,11786,84GLM4V02Z2TGXHEJ,3-Cylinder,Automatic,Diesel
281,toyota,kizashi,2006,17444,YFFHNCL035RCDDRAY,8-Cylinder,Manual,Gasoline
282,smart,f250 super duty super cab,2001,35612,7KD24N6V9JKYRHEP7,8-Cylinder,Manual,Electric
283,hyundai,pathfinder,2000,37238,P80XRNH009506G3EZ,4-Cylinder,CVT,Electric
284,volvo,titan crew cab,2013,170151,N7ZX2CT25TUF76MTK,8-Cylinder,Automatic,Electric
285,jeep,sonata,2003,2525,WBJXP71M9NW0H45VB,10-Cylinder+,Manual,Hybrid
286,kia,rx-8,1994,139286,Z0A5FZAW838NMUNE8,10-Cylinder+,Manual,Electric
287,hyundai,x5 m,1993,32137,Z6WK2MX87K7P3BKBM,10-Cylinder+,Manual,Diesel
288,isuzu,liberty,2013,815,RM1PMVDW0TLUUXCAX,2-Cylinder,Automatic,Gasoline
289,toyota,sequoia,1996,192003,Y1A7AD889UC2ARA8T,10-Cylinder+,Manual,Diesel
290,fiat,wrangler,2006,62227,W488C776961BGW0KJ,10-Cylinder+,CVT,Diesel
291,kia,golf,2019,44261,LH9YAMCF89SXR4B2J,2-Cylinder,Automatic,Electric
292,mercedes-benz,express 2500 passenger,2017,111981,30DK5C2V0RUXDH5NY,5-Cylinder,Manual,Gasoline
293,gmc,ram 1500 club cab,2014,161202,38XVCVZ15GF3ELZH3,5-Cylinder,Manual,Diesel
294,audi,colorado extended cab,2005,193466,FCL2746E3N7SHCBVV,5-Cylinder,Automatic,Gasoline
295,scion,stinger,2019,130113,ZB8MB5GU1KD97FDKG,10-Cylinder+,Automatic,Gasoline
296,subaru,5 series,2008,176067,0YG968CZ9FE9VCYY7,10-Cylinder+,Manual,Electric
297,gmc,econoline e250 cargo,2010,133021,B1T99RPC1DNEY4TW3,6-Cylinder,Manual,Diesel
298,toyota,land cruiser,2002,88511,LA2LY5SK8BE2X8DVJ,6-Cylinder,Manual,Hybrid
299,toyota,3500 crew cab,2003,3875,1NH612W46064GK556,3-Cylinder,CVT,Gasoline
300,mercedes-benz,regular cab,2008,144296,LMW2YSJ25FNNLATCS,2-Cylinder,Automatic,Hybrid
301,volkswagen,3500 mega cab,1995,149552,DK01SGF2X3BV0EMKS,6-Cylinder,CVT,Gasoline
302,chevrolet,sorento,2019,119516,ZXEHG3PKXGEKMJHRY,2-Cylinder,CVT,Gasoline
303,toyota,encore,2002,90856,TCBDHPVVXTDVM7DXK,6-Cylinder,Automatic,Gasoline
304,lexus,sonata hybrid,2019,71578,35EULZ768XJYW4KXP,6-Cylinder,Manual,Diesel
305,ram,pt cruiser,1992,184210,E4VFFE3J88RMTN0RW,3-Cylinder,Manual,Diesel
306,mitsubishi,tacoma regular cab,1995,135334,E3PWW8MG79K3CJGF6,5-Cylinder,Automatic,Electric
307,cadillac,f250 super duty regular cab,2009,54780,LBKZ71DE0PBPMEKCZ,10-Cylinder+,Automatic,Electric
308,toyota,loyale,2006,63608,GJRH64190E19JBAY3,8-Cylinder,Manual,Hybrid
309,toyota,outlander,2014,40122,FN8DE00H3XKVJCMD9,5-Cylinder,Manual,Diesel
310,mazda,murano,2018,148077,ZEURHDNK9W9URVTD4,4-Cylinder,CVT,Gasoline
311,mazda,ranger super cab,2004,76333,X4TB21GB353HM2KS7,5-Cylinder,Manual,Hybrid
312,volvo,e150 super duty cargo,1997,105816,DFAVRLV077JV89KFZ,4-Cylinder,CVT,Electric
313,pontiac,200,2020,36899,M5PY18099GH9FANMZ,3-Cylinder,Automatic,Gasoline
314,chevrolet,xts,2000,32990,ZCYPBSXYXDVRKE8WT,6-Cylinder,CVT,Hybrid
315,chevrolet,gla,1998,174118,L670EYB48WBX92FBC,6-Cylinder,Automatic,Hybrid
316,gmc,escalade,2017,143884,NXKMML6K3S5YLNU78,8-Cylinder,Automatic,Diesel
317,ford,explorer sport trac,2013,138813,PF267KUR7JLX4FHMT,10-Cylinder+,Manual,Gasoline
318,chrysler,corolla im,2014,151961,653L94KG0ELDD9VR0,2-Cylinder,Manual,Electric
319,mercedes-benz,3500 crew cab,1994,158609,LMJUMC2U50L59E9XK,6-Cylinder,Automatic,Electric
320,ford,a4,2009,81631,V0ZR6FWT7LE32HS0E,3-Cylinder,CVT,Electric
321,lexus,q7,2001,188197,ZB04F71F7853CF0DM,5-Cylinder,CVT,Electric
322,gmc,canyon regular cab,1994,138219,6P6LR8ZL9454JK3A7,4-Cylinder,Manual,Hybrid
323,dodge,colorado crew cab,2005,49804,AWUCF68T5AYWB172X,3-Cylinder,Automatic,Hybrid
324,nissan,s4,2020,196621,46ZG9GMU98S1JKTLY,8-Cylinder,Manual,Gasoline
325,lexus,navigator,1993,100701,2Y983DGE48ECZJUJW,8-Cylinder,Manual,Electric
326,chevrolet,e-class,2019,147219,DD1DPAKD63UTMD9J6,3-Cylinder,Automatic,Hybrid
327,mercury,xc70,2019,94954,495884802RK2V7CZ1,10-Cylinder+,Automatic,Diesel
328,mitsubishi,leaf,2012,165388,1VGJBZSL07A80X013,4-Cylinder,Automatic,Gasoline
329,saab,s-class,2019,191606,GGVYEHUW6KVET7TSC,2-Cylinder,CVT,Hybrid
330,volvo,suburban 2500,2010,71951,F2Z52TNC3DMU73YUK,4-Cylinder,Manual,Hybrid
331,volkswagen,nubira,2017,150245,R0925B3L7PWUCS4NZ,5-Cylinder,CVT,Electric
332,mercury,ranger super cab,2000,133404,SG8BJASG996KUKU1Y,3-Cylinder,CVT,Hybrid
333,fiat,cts,2013,115473,C1ZK7TPR4PRDL147Z,8-Cylinder,CVT,Electric
334,acura,odyssey,2003,71264,8TMEMMNP00LM6GMHJ,3-Cylinder,Manual,Electric
335,chevrolet,lumina,2004,159826,E7EHV9J92H41FPM8V,8-Cylinder,Automatic,Hybrid
336,jeep,prius prime,2007,7899,0YDEM67G1YWKTPB68,3-Cylinder,Manual,Hybrid
337,ford,1500 crew cab,2009,53159,6JAXTFPH9HMBGD7JR,5-Cylinder,Manual,Electric
338,volvo,f350 super duty super cab,2000,166559,75FAWCPHX391PVJKM,3-Cylinder,CVT,Gasoline
339,hyundai,s90,1992,121979,JA2VV8UX963WUEH9X,5-Cylinder,Automatic,Hybrid
340,pontiac,eldorado,2015,147958,TKYXVLK67875FUV5W,10-Cylinder+,CVT,Gasoline
341,dodge,xj,2019,104357,B0TMAMAF1XSA7PAW7,8-Cylinder,Automatic,Hybrid
342,dodge,concorde,2015,10901,38KKHBDS6X2HS8KPR,4-Cylinder,Manual,Gasoline
343,land rover,s-series,2005,94639,VEJX2F2892MU0K377,10-Cylinder+,Manual,Electric
344,hyundai,enclave,2012,188032,K9UGPGTT9KXUFBWJ9,2-Cylinder,CVT,Diesel
345,mercedes-benz,rally wagon 2500,1998,11303,9GJH7L817C5L3HYU8,3-Cylinder,Manual,Diesel
346,toyota,santa fe,2007,102930,ELB341C744Y6KCZNU,3-Cylinder,Automatic,Diesel
347,ford,malibu,2002,175869,WRC4UY0T5ZZ5BALAT,10-Cylinder+,Manual,Electric
348,aston martin,charger,2002,80241,TJDSTTZE9W61X3LML,5-Cylinder,CVT,Hybrid
349,land rover,nv200,2014,32868,545JBHF647C3KUG6Z,6-Cylinder,Automatic,Gasoline
350,mazda,mpv,2018,191315,9E6U9N5D4EX6EZWAW,6-Cylinder,Manual,Diesel
351,chevrolet,escalade esv,1993,181190,98KYZ4SD3UW9R31ZF,6-Cylinder,CVT,Hybrid
352,gmc,nv3500 hd passenger,2005,153585,2967EARP5D5TC0EXT,4-Cylinder,Manual,Diesel
353,lexus,sorento,1993,45724,HKSPFFCT29SJDA3LM,8-Cylinder,CVT,Gasoline
354,nissan,nv2500 hd cargo,2009,85967,JCY93ADP3WUE9BX02,6-Cylinder,Automatic,Electric
355,chevrolet,sierra 1500 regular cab,1995,119663,94CRDX1S38GW4LX4Y,3-Cylinder,CVT,Diesel
356,land rover,altima,1993,40060,NWL46C161THD8MFMX,6-Cylinder,Manual,Diesel
357,volvo,rx,1996,8859,ES5YY2VC91CEKA6YS,5-Cylinder,Automatic,Gasoline
358,volvo,gtc4lusso,2012,169974,457Y75DS7LH4ZXL7M,10-Cylinder+,Manual,Gasoline
359,daewoo,h3,1999,136908,H43SN1XN9BFBZAHVW,3-Cylinder,Automatic,Hybrid
360,porsche,vue,2015,124907,B8E96HVX1N10CNF32,4-Cylinder,Automatic,Gasoline
361,ford,mercedes-amg e-class,1994,21605,VGN7RHLS3MRNLCKYC,2-Cylinder,Automatic,Hybrid
362,volkswagen,town & country,2020,20968,NAXKRF202HBSKG2N7,6-Cylinder,Manual,Hybrid
363,gmc,cherokee,2005,149493,LEZFG2ZA7LDGNFSNR,10-Cylinder+,Manual,Hybrid
364,toyota,matrix,2004,134322,USJE7H6M1W0Y6GDA8,4-Cylinder,Manual,Gasoline
365,dodge,s3,2015,83071,MZ10PX7F0REG41NHL,2-Cylinder,CVT,Gasoline
366,gmc,legacy,2015,5033,RFWXJ9R29DEU56K5M,10-Cylinder+,CVT,Diesel
367,audi,sierra 1500 extended cab,2018,108484,U88D7BCC8P6FHCZCH,10-Cylinder+,Automatic,Diesel
368,porsche,mountaineer,2003,13692,XF5N1KBD52WNES9PZ,6-Cylinder,Automatic,Electric
369,chevrolet,xc90,2017,107014,5DYPXTGBX1YG353NX,10-Cylinder+,Manual,Electric
370,kia,ram van 2500,2005,158372,8C4PRGNM09M08N6HN,5-Cylinder,Automatic,Hybrid
371,dodge,cls-class,1993,118918,0RZJGNA438CX6LEGV,3-Cylinder,Manual,Diesel
372,nissan,convertible,2019,118942,WBY9XXPZX3DA5LRYS,6-Cylinder,CVT,Electric
373,mazda,tahoe,2003,16801,3L0AGAAWX7NESL9V7,5-Cylinder,Manual,Hybrid
374,toyota,elr,2015,6864,MVLRW79Y5XVBDB8N9,10-Cylinder+,CVT,Diesel
375,lexus,f350 super duty crew cab,2013,105844,VEETXB3HXJZ72YHU3,8-Cylinder,Manual,Electric
376,audi,escape,1999,145241,3XXMXUH3356ECDHLB,6-Cylinder,Manual,Diesel
377,lexus,3500 crew cab,2017,13559,FZ62P1BK2SX40P8K0,5-Cylinder,CVT,Electric
378,chevrolet,pt cruiser,2009,7286,YXLAFNLA4TRMLT0V6,8-Cylinder,CVT,Hybrid
379,subaru,z4,2017,87454,RC2VEK110J14FZMPN,10-Cylinder+,Automatic,Hybrid
380,buick,sonic,1998,8668,2945M5H07NF1UMUSR,5-Cylinder,CVT,Gasoline
381,kia,sidekick,2008,9647,1VG8N5YM3SR71BTSN,2-Cylinder,Automatic,Diesel
382,chevrolet,tundra regular cab,2005,41120,NBWJXLK73PBY3WUHP,3-Cylinder,Automatic,Hybrid
383,saturn,traverse,2014,45774,F8DRKA2T5PWBTJCHN,8-Cylinder,CVT,Hybrid
384,nissan,mazda5,2006,6251,RT8RD3DY8MZEFYXF8,3-Cylinder,Automatic,Hybrid
385,suzuki,s4,2018,59356,L93ZRARW73GWPKRU5,5-Cylinder,Manual,Hybrid
386,lamborghini,yukon xl 2500,2006,44568,F2TJVXRM9N9NKW0DK,2-Cylinder,Manual,Diesel
387,hyundai,s-class,2011,42892,G8APZX3BXTCH1N1LM,2-Cylinder,CVT,Diesel
388,chrysler,q,2004,148211,6R3RJF973NDCTAU2H,4-Cylinder,Automatic,Gasoline
389,toyota,f250 super duty super cab,1993,3530,VJHP3T332C106CZST,8-Cylinder,Manual,Gasoline
390,toyota,mr2,2020,180077,7FL6BBFY66UZEZMHZ,5-Cylinder,Manual,Gasoline
391,jeep,focus st,2014,5114,1T6NJ44P4B7FN3MFE,4-Cylinder,Automatic,Gasoline
392,infiniti,e350 super duty cargo,1996,969,47LYRSYM5N39V6M9T,4-Cylinder,Automatic,Electric
393,volvo,f250 super duty crew cab,2016,150208,TBNWWFN19E5F6BTVF,10-Cylinder+,CVT,Hybrid
394,dodge,qx80,2003,6931,71Y4204X39CU03DA2,3-Cylinder,Automatic,Diesel
395,chevrolet,2500 hd regular cab,1992,179943,1CSX1WSH62VBYC5CW,2-Cylinder,Manual,Electric
396,nissan,sequoia,2015,95427,8SBRUKBT7H8T6N1XJ,8-Cylinder,Manual,Electric
397,gmc,genesis coupe,1995,104959,YNXZZF2P8EFKGUUHJ,3-Cylinder,Automatic,Diesel
398,ferrari,veloster,2002,148402,9YDYY4X3327E5F0UK,10-Cylinder+,Automatic,Diesel
399,mazda,envision,2001,114304,GWJH0GETXDF3Z9HPE,4-Cylinder,Automatic,Gasoline
400,saturn,skylark,2003,58991,5YHD2NRT2VPUGHJMJ,2-Cylinder,CVT,Gasoline
401,porsche,optima,1998,104086,P8RNYXP0XA2SF79CK,4-Cylinder,Manual,Hybrid
402,oldsmobile,envision,2009,72319,EK40ENMC7X8YGCST3,5-Cylinder,Automatic,Electric
403,hyundai,town car,1994,5695,5WDL20VZ2WTZ390EY,10-Cylinder+,Automatic,Gasoline
404,dodge,canyon extended cab,2008,10565,521L5P3D6X5CKK2EY,8-Cylinder,Automatic,Diesel
405,chrysler,gx,2016,140108,N44VLR3332B5FYZF4,3-Cylinder,Manual,Gasoline
406,ford,continental,2003,7024,93AVFX7L3UVFF5HRX,5-Cylinder,CVT,Diesel
407,chrysler,350z,2001,27477,JJG1DEEW716SL5Y1P,5-Cylinder,CVT,Electric
408,gmc,discovery series ii,2014,44461,4HHCBGGZX67TR5NGG,5-Cylinder,Manual,Electric
409,chevrolet,ram 3500 regular cab,2002,41683,TTTG70T22LBSK3L12,2-Cylinder,Automatic,Hybrid
410,jeep,astro cargo,2016,96543,C5D3DBNH7T7Y0U1NB,6-Cylinder,Manual,Hybrid
411,gmc,rs 7,2005,123909,11HDBSXY4CEPXPUJU,4-Cylinder,Manual,Electric
412,buick,niro,2012,67536,741HRSC40R2LYFPM4,8-Cylinder,Automatic,Diesel
413,lexus,tercel,2006,77605,VTYHJ62G167FLEAYT,10-Cylinder+,Automatic,Hybrid
414,bmw,flying spur,2008,144555,46087RYR3BLY2CKMF,3-Cylinder,Manual,Hybrid
415,porsche,3500 crew cab,2002,70534,H7RN6GPD2UN61X2F5,10-Cylinder+,CVT,Hybrid
416,subaru,s6,2005,35169,8GU4G7RD3PD0W5R8Z,3-Cylinder,CVT,Gasoline
417,lamborghini,370z,2004,43452,VDBLA1KU4T3C5YBEW,10-Cylinder+,CVT,Electric
418,mitsubishi,frontier king cab,1992,104437,1S8GDRC6278SDK18P,10-Cylinder+,CVT,Diesel
419,isuzu,transit 350 van,2017,111523,2R39795V9PDAH6TLJ,8-Cylinder,Manual,Gasoline
420,mercedes-benz,s10 regular cab,2015,44363,FCST05FEXJUJT44SS,4-Cylinder,Automatic,Electric
421,jaguar,tsx,2013,59834,7182J32R40Y764TDF,3-Cylinder,Automatic,Gasoline
422,lexus,2500 club coupe,2015,129248,7DDVPMN16URRXTL01,3-Cylinder,Automatic,Electric
423,bmw,sl-class,2006,179356,S9YH3TLC22TLB8FLS,8-Cylinder,Manual,Hybrid
424,audi,q,2009,41502,BCFR7RFK31BKPLZMT,8-Cylinder,Manual,Diesel
425,chevrolet,jetta,2006,139757,N6FPPC3L2Z7PG26H9,5-Cylinder,Manual,Hybrid
426,chevrolet,highlander,1993,80017,55985F497M759BN9G,6-Cylinder,Manual,Hybrid
427,ford,xc90,2005,102305,F1JDNCRY0LG10GEKK,3-Cylinder,Automatic,Hybrid
428,chevrolet,continental,2007,107505,067YM6EJ8A3H126KG,8-Cylinder,Manual,Electric
429,honda,city express,2014,38704,T98TVNKX77VU8U7KV,4-Cylinder,Automatic,Electric
430,jeep,swift,1995,28000,9TC9A6EC4PKJWYZ3M,4-Cylinder,Manual,Electric
431,scion,e-class,2016,69908,Y2JU2C6F2JZE2T6E6,4-Cylinder,CVT,Gasoline
432,dodge,land cruiser,2017,9442,RR8V61HA8NYFDJNC0,3-Cylinder,CVT,Electric
433,nissan,outback,2004,189389,DYB0LH108G5VZFUFV,8-Cylinder,CVT,Gasoline
434,mercedes-benz,m5,2016,177202,P7UH5YNC06B52U8ML,2-Cylinder,CVT,Diesel
435,volvo,m,1992,182630,MK89MTB023MKCFJV1,6-Cylinder,Manual,Gasoline
436,chevrolet,regal,2010,41693,1DBT29VS7VZWLVX6H,2-Cylinder,Manual,Diesel
437,mercedes-benz,sixty special,2017,133167,66N6RSTC5MY3LZ9KJ,6-Cylinder,CVT,Gasoline
438,chevrolet,i-pace,2013,135565,94AHLSGS8ECMXLB2H,3-Cylinder,Manual,Diesel
439,isuzu,x6,2000,185632,ZS8TWVTT861DK1E9B,5-Cylinder,Automatic,Diesel
440,ford,mazda5,2019,153993,U3B239HH2HTC562KD,6-Cylinder,CVT,Gasoline
441,mercedes-benz,i,2013,115595,L5LE5VXXXVWF7434U,6-Cylinder,Manual,Electric
442,porsche,compass,2004,22752,D2L1UDY667HT9JC2B,5-Cylinder,CVT,Diesel
443,ford,phantom,2010,132853,P40SWS7R5K4HE0RBL,10-Cylinder+,Automatic,Gasoline
444,chevrolet,q3,1998,162530,PST2F5PA0Y77XPX2A,10-Cylinder+,CVT,Diesel
445,ford,grand vitara,1996,128523,VDY9UKZ41WACY59R7,3-Cylinder,Manual,Electric
446,audi,echo,1998,69548,KK85VURC99N52GEL6,10-Cylinder+,Automatic,Diesel
447,nissan,azure t,1994,95504,ZT4J15U58R358C5T3,5-Cylinder,Manual,Electric
448,porsche,f350 super duty super cab,2014,119779,1YKPX4G16JJFBKE7C,8-Cylinder,Automatic,Electric
449,cadillac,3 series,1998,103086,T81Z9A7B0RCVXCE5K,3-Cylinder,CVT,Gasoline
450,volkswagen,rx,1993,24180,UHJHXSGM4R57X59MP,2-Cylinder,Manual,Hybrid
451,mercury,achieva,2010,29064,SBKZK4K05XCU3DJH5,8-Cylinder,CVT,Electric
452,cadillac,v60,2004,24680,AH6L4ABU4MM150PNU,2-Cylinder,Manual,Gasoline
453,smart,c-class,2015,153746,NM0W7V9V6RXKYDUL2,5-Cylinder,Manual,Diesel
454,infiniti,granturismo,2020,8667,JLD8C9T34YMHMX712,4-Cylinder,CVT,Hybrid
455,dodge,jimmy,1997,187201,TERE57H29SJPSBPR8,10-Cylinder+,CVT,Electric
456,land rover,venture cargo,1993,91037,MGM7BVFC47VA1BN4K,3-Cylinder,Automatic,Gasoline
457,dodge,srx,2020,63357,LX6L23L807TXRNH3F,8-Cylinder,Manual,Diesel
458,toyota,3000gt,2007,71947,1Y1Z215B5PWY7SAWB,10-Cylinder+,Manual,Electric
459,suzuki,rx,1997,93025,A5W2WR648W680VA38,2-Cylinder,Manual,Hybrid
460,geo,colorado regular cab,2017,20316,M8PTY74C48BW1YT92,8-Cylinder,Automatic,Electric
461,honda,premier,2001,59311,88ZEF28693LCP8L9L,3-Cylinder,CVT,Gasoline
462,gmc,express 1500 cargo,2014,60720,Y79LX0ZB6YN93AHNM,3-Cylinder,Manual,Electric
463,mitsubishi,cx-9,1998,173016,JL2XJ0GC92YKX17PF,10-Cylinder+,CVT,Diesel
464,toyota,veracruz,2003,160541,RCR7BG7J9A9WTRTE6,8-Cylinder,Automatic,Electric
465,infiniti,q7,2002,93076,LKYTTNSX9SF38JL4L,4-Cylinder,Manual,Electric
466,suzuki,park avenue,2010,172014,5937SF1J4EK7RTH51,3-Cylinder,Manual,Gasoline
467,nissan,tundra access cab,2001,72721,5ZH0EDFJ456EW52Y9,10-Cylinder+,Manual,Electric
468,toyota,silverado 2500 regular cab,2008,27600,RMW91CUD65H8KWRCR,3-Cylinder,Automatic,Electric
469,lexus,rav4,2015,116912,45LMKA922F6J3EBUT,10-Cylinder+,CVT,Hybrid
470,kia,stratus,2010,194857,8X5RX47AXXTGDTKA6,2-Cylinder,Manual,Gasoline
471,audi,a8,1997,59951,JA9R0E8R50CAYP72R,2-Cylinder,Manual,Hybrid
472,mercedes-benz,ram 3500 regular cab,2003,121849,GLZ6DN5N53FZS65Z5,6-Cylinder,Manual,Gasoline
473,mitsubishi,sierra 1500 extended cab,1993,162028,R2ZST7ND6YB35C9HV,3-Cylinder,Automatic,Electric
474,nissan,corvette,1996,81580,X8HHT5ZRXP770JEVC,3-Cylinder,Manual,Diesel
475,bmw,town & country,2007,135769,CCHUGFGX19YF2M5XS,3-Cylinder,Manual,Gasoline
476,buick,touareg,1998,83137,3VEEES1F9XDZZRNY6,2-Cylinder,Manual,Diesel
477,porsche,jetta,2001,12747,8CZW9K848M3H95ZLR,6-Cylinder,Manual,Hybrid
478,geo,sq5,2002,24504,57XND27Z7RCMUWMHS,8-Cylinder,Manual,Gasoline
479,maserati,i-miev,2006,46811,UGCC90PY6NWGK4VLN,6-Cylinder,Automatic,Hybrid
480,porsche,nv3500 hd cargo,2004,7408,29D5NUAC36RLGNBR1,6-Cylinder,CVT,Diesel
481,dodge,escalade,2020,100315,73X2EZEW6MNUNLE5H,4-Cylinder,CVT,Diesel
482,acura,elantra,2015,30537,1DMJW9A80ZZ60RTS3,5-Cylinder,CVT,Hybrid
483,mini,lx,1999,51827,R7BDNS9J0PTUGM2T3,4-Cylinder,CVT,Electric
484,cadillac,impala,2002,17505,TF98FS9G8XCHKDEZP,8-Cylinder,Automatic,Gasoline
485,chevrolet,navigator l,2010,59493,KKYJSTN8819N76DHU,6-Cylinder,Manual,Gasoline
486,volkswagen,s10 crew cab,1998,96,T1P6WJCM2WSY1GP8X,4-Cylinder,CVT,Hybrid
487,bmw,express 2500 cargo,2003,10799,CE5CMG1E6XTUM9Y95,8-Cylinder,CVT,Hybrid
488,toyota,mx-5 miata rf,1992,90981,CNLJ6T6ZXTEGA9FB7,3-Cylinder,Manual,Hybrid
489,gmc,rsx,1999,167968,37TJL75S25A2XEBUU,4-Cylinder,CVT,Electric
490,mercedes-benz,cabrio,2017,65986,UY69J58V2VJWLFGAX,10-Cylinder+,Automatic,Electric
491,gmc,sierra 1500 regular cab,2008,6325,7AE2YXPN6ZWLHE3M6,10-Cylinder+,Automatic,Electric
492,acura,armada,2003,54287,L9UW69X045UHW4MZT,2-Cylinder,CVT,Hybrid
493,eagle,hhr,2012,110407,H19G0JVV2YK1Y89B8,2-Cylinder,Automatic,Electric
494,ford,svx,2015,146695,3CRC5ZDJ7ZDS068UF,10-Cylinder+,Manual,Gasoline
495,hyundai,ram 2500 quad cab,2015,133430,7WYNT43CXZ830PMC2,8-Cylinder,Automatic,Hybrid
496,mazda,v70,2013,119249,070N82161HHUXL0P7,6-Cylinder,CVT,Diesel
497,subaru,avalanche 2500,2015,109108,DB9J00J48CDBRGKE3,3-Cylinder,Automatic,Diesel
498,dodge,celica,2017,148106,R2W6U83P9TF87W90U,5-Cylinder,CVT,Hybrid
499,dodge,4runner,2010,118961,4MSMCNNT2XDWPSSC0,5-Cylinder,Automatic,Diesel
500,volvo,57,1998,107552,CK14UW7M23JDCE6H2,10-Cylinder+,Automatic,Gasoline
501,honda,range rover,2020,144825,9KS7UEW32BKBGF2PV,2-Cylinder,Automatic,Gasoline
502,ford,sephia,2011,112587,M7ZPYRRG3HRC1Y9SH,10-Cylinder+,CVT,Hybrid
503,lincoln,trailblazer,1998,124543,H9RZ54PX4JE7VA0AN,8-Cylinder,Manual,Gasoline
504,volkswagen,continental,2000,74323,YXC5BET06Y2SAD5S4,6-Cylinder,CVT,Gasoline
505,bmw,8 series,2014,136938,AZXKJX8262CN4BV5L,4-Cylinder,CVT,Hybrid
506,nissan,m6,2007,135739,MHPVDU3M2PT7C9XVK,10-Cylinder+,CVT,Hybrid
507,chevrolet,clubman,2014,89865,B3EJM6W92UZ6C5ZB5,4-Cylinder,Manual,Diesel
508,toyota,b9 tribeca,2014,122840,Z6L81A01X90BJBD3B,4-Cylinder,Manual,Electric
509,jeep,escalade,2002,130049,ZBLJ0SW82BGAPVKF3,5-Cylinder,Manual,Gasoline
510,ford,equinox,2003,12355,KCZ6FNEB0G6MA6755,6-Cylinder,Automatic,Electric
511,bmw,ram 2500 club cab,2012,189773,FP76ZMMU1REW3552V,10-Cylinder+,CVT,Hybrid
512,kia,corolla,1995,142285,8J850CE31Y8CCWF0D,8-Cylinder,Automatic,Diesel
513,saab,v40,2014,166079,BD6FAW8K0WN0BAGGJ,6-Cylinder,Manual,Diesel
514,honda,imperial,2011,156778,0B24VAY938MPUC6HC,3-Cylinder,CVT,Electric
515,ford,versa,2010,127862,5WWJ3SN20HEC6F0RV,2-Cylinder,Automatic,Electric
516,buick,f150 regular cab,2012,134,KGYUYBEX447LA8U5X,3-Cylinder,Manual,Diesel
517,cadillac,dawn,2015,63661,4EZB6TBA6MHNUEJBU,2-Cylinder,CVT,Diesel
519,toyota,yukon,2008,179050,32XSSETP60TKPP5PA,8-Cylinder,Automatic,Hybrid
520,acura,civic,2012,42784,ER37D0RA5D8YFCSB1,5-Cylinder,CVT,Gasoline
521,mitsubishi,g,2004,188089,27XBW2BG4XZHDNTZ5,2-Cylinder,CVT,Gasoline
522,chrysler,aviator,2000,173862,UPE45VRX7ZKKB930A,4-Cylinder,Automatic,Hybrid
523,bmw,montana,2017,38426,SUA3AU5M2XMA01YBF,10-Cylinder+,Automatic,Hybrid
524,lincoln,dawn,2014,103299,CYZJC5DG9D91G7XUL,6-Cylinder,CVT,Diesel
525,land rover,rally wagon 2500,2011,96436,2ZGH7KS17S6AFE0LR,3-Cylinder,Manual,Electric
526,ford,f450 super duty crew cab,2002,54348,LNFJJPA225SVEFM80,4-Cylinder,Automatic,Hybrid
527,nissan,galant,1992,107845,ESFFY3U48MZ4P7H11,4-Cylinder,Manual,Electric
528,ford,express 2500 passenger,2020,175312,D4PSR78U66E0RD2H5,6-Cylinder,Automatic,Hybrid
529,nissan,98,1997,80905,HA35RF5D9RV22RGD5,6-Cylinder,Automatic,Hybrid
530,buick,ls,1994,17313,7WULDRM30U1UZZ141,3-Cylinder,Manual,Diesel
531,hyundai,2500 club coupe,2019,53465,2K8EUFKP3YSP125HJ,5-Cylinder,CVT,Diesel
532,chevrolet,lesabre,2007,21944,VTSKG2GP2BMMWNVUB,10-Cylinder+,CVT,Electric
533,gmc,elantra,2019,154113,NJBCXBT291XAFFVXS,3-Cylinder,CVT,Electric
534,jaguar,savana 2500 cargo,2014,122094,52PGZMAU2MF6V27P3,4-Cylinder,Manual,Gasoline
535,gmc,mercedes-amg sl,2000,72995,A6TU8URB0S5ULT0LE,5-Cylinder,CVT,Electric
536,land rover,monte carlo,2003,195553,C7CL1YRT2SZYU9VLH,3-Cylinder,CVT,Diesel
537,dodge,lesabre,2011,154725,B5RBXBDKXR0A4AC85,4-Cylinder,Manual,Electric
538,mazda,camry,2018,40576,BZ6VDUSR29R7BEYUR,2-Cylinder,Manual,Diesel
539,volvo,paseo,1993,127150,TXB8ZGVU7K9JSR2J3,6-Cylinder,CVT,Hybrid
540,toyota,sportage,1998,113953,E4W6P3AE9FULG3FK5,10-Cylinder+,Automatic,Hybrid
541,cadillac,explorer sport trac,2019,30565,BSL5GKL65L2JWW7VX,2-Cylinder,Automatic,Diesel
